Date,Time,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,AQI,Hour,Month
2004-09-06,1900-01-01 06:00:00,0.7,954.0,3.1,660.0,123.46894409937889,938.0,64.57894736842105,1342.0,728.0,23.7,49.2,1.4195,323.82706766917295,6,9
2004-09-06,1900-01-01 07:00:00,1.8,1120.0,7.8,890.0,223.08074534161491,728.0,91.57894736842105,1546.0,1035.0,23.6,49.6,1.4247,374.4436090225564,7,9
2004-09-06,1900-01-01 08:00:00,1.9,1096.0,8.5,921.0,340.57413249211356,716.0,102.88888888888889,1534.0,988.0,24.3,45.4,1.365,371.4661654135338,8,9
2004-09-06,1900-01-01 09:00:00,1.7,1058.0,8.0,898.0,356.0217391304348,749.0,117.42105263157895,1470.0,977.0,26.3,38.3,1.2932,355.5864661654135,9,9
2004-09-06,1900-01-01 10:00:00,1.3,977.0,5.7,800.0,334.429012345679,843.0,125.05263157894737,1372.0,778.0,27.6,34.2,1.2464,331.2706766917293,10,9
2004-09-06,1900-01-01 11:00:00,1.4,977.0,6.6,840.0,298.167701863354,827.0,127.47368421052632,1390.0,736.0,29.2,29.1,1.1586,335.7368421052632,11,9
2004-09-06,1900-01-01 12:00:00,1.3,943.0,5.3,777.0,267.45510835913313,880.0,119.33333333333333,1333.0,632.0,29.2,28.6,1.1423,321.593984962406,12,9
2004-09-06,1900-01-01 13:00:00,1.4,964.0,6.0,814.0,249.13707165109034,850.0,116.21052631578948,1369.0,689.0,29.4,28.3,1.1434,330.5263157894737,13,9
2004-09-06,1900-01-01 14:00:00,1.2,953.0,5.4,781.0,237.96226415094338,889.0,110.78947368421052,1356.0,641.0,29.8,28.0,1.1558,327.30075187969925,14,9
2004-09-06,1900-01-01 15:00:00,1.3,967.0,6.1,814.0,232.4375,854.0,114.47368421052632,1385.0,703.0,30.1,26.7,1.1217,334.49624060150376,15,9
2004-09-06,1900-01-01 16:00:00,1.5,996.0,6.7,843.0,255.95,840.0,122.36842105263158,1394.0,765.0,30.1,27.2,1.1406,336.7293233082707,16,9
2004-09-06,1900-01-01 17:00:00,2.3,1091.0,11.7,1039.0,299.80625,699.0,148.85,1586.0,923.0,29.6,27.5,1.1229,384.36842105263156,17,9
2004-09-06,1900-01-01 18:00:00,2.6,1114.0,13.5,1101.0,343.3448275862069,663.0,163.35,1632.0,1057.0,29.6,27.7,1.1278,395.78195488721803,18,9
2004-09-06,1900-01-01 19:00:00,2.9,1133.0,13.5,1101.0,357.7617554858934,647.0,162.8095238095238,1669.0,1105.0,28.0,30.1,1.1226,405.7142857142857,19,9
2004-09-06,1900-01-01 20:00:00,1.8,1031.0,8.5,921.0,343.3613707165109,731.0,143.8095238095238,1490.0,897.0,26.8,33.8,1.1723,360.5488721804511,20,9
2004-09-06,1900-01-01 21:00:00,1.3,952.0,5.5,787.0,284.975,856.0,115.85714285714286,1342.0,723.0,25.7,35.8,1.16,323.82706766917295,21,9
2004-09-06,1900-01-01 22:00:00,1.3,949.0,5.8,804.0,215.4576802507837,835.0,105.25,1365.0,740.0,25.4,35.2,1.1255,329.5338345864662,22,9
2004-09-06,1900-01-01 23:00:00,1.2,932.0,4.8,752.0,194.97492163009403,889.0,93.9,1310.0,687.0,25.0,37.3,1.1614,315.8872180451128,23,9
2004-09-07,1900-01-01 00:00:00,1.2,966.0,5.2,774.0,187.684375,859.0,87.71428571428571,1352.0,644.0,24.6,40.5,1.2362,326.30827067669173,0,9
2004-09-07,1900-01-01 01:00:00,0.8,888.0,3.0,653.0,154.840625,973.0,70.47368421052632,1272.0,497.0,24.2,43.8,1.3057,397.71287128712873,1,9
2004-09-07,1900-01-01 02:00:00,0.6,847.0,2.7,634.0,116.11598746081505,1012.0,58.388888888888886,1258.0,525.0,24.0,43.7,1.2876,421.0,2,9
2004-09-07,1900-01-01 03:00:00,0.6,856.0,3.6,687.0,114.57692307692308,955.0,73.55424430641823,1260.0,726.0,21.9,48.3,1.2522,303.4812030075188,3,9
2004-09-07,1900-01-01 04:00:00,0.6,881.0,4.4,735.0,79.02492211838006,876.0,48.5,1308.0,783.0,22.4,47.2,1.2593,315.390977443609,4,9
2004-09-07,1900-01-01 05:00:00,0.7,882.0,4.0,711.0,85.20186335403727,936.0,53.333333333333336,1310.0,741.0,22.9,46.5,1.2861,315.8872180451128,5,9
2004-09-07,1900-01-01 06:00:00,1.3,1016.0,7.7,888.0,169.0,776.0,64.0,1485.0,1040.0,23.1,47.0,1.3122,359.30827067669173,6,9
2004-09-07,1900-01-01 07:00:00,2.5,1228.0,13.9,1113.0,231.0,628.0,72.0,1719.0,1324.0,23.7,46.2,1.3376,418.1203007518797,7,9
2004-09-07,1900-01-01 08:00:00,3.4,1311.0,22.0,1350.0,232.0,529.0,73.0,1957.0,1486.0,25.8,41.9,1.3688,477.17293233082705,8,9
2004-09-07,1900-01-01 09:00:00,2.1,1081.0,10.2,983.0,145.0,703.0,64.0,1546.0,1079.0,27.3,38.3,1.3669,374.4436090225564,9,9
2004-09-07,1900-01-01 10:00:00,2.2,1104.0,10.4,993.0,170.0,705.0,74.0,1539.0,1081.0,31.0,29.1,1.2885,372.70676691729324,10,9
2004-09-07,1900-01-01 11:00:00,1.7,991.0,8.0,898.0,214.0,787.0,89.0,1412.0,806.0,31.6,25.5,1.1638,341.1954887218045,11,9
2004-09-07,1900-01-01 12:00:00,2.1,1008.0,10.1,980.0,267.45510835913313,755.0,119.33333333333333,1465.0,825.0,32.5,21.2,1.0173,354.3458646616541,12,9
2004-09-07,1900-01-01 13:00:00,2.2,986.0,10.7,1005.0,249.13707165109034,752.0,116.21052631578948,1439.0,907.0,31.7,20.5,0.9428,347.89473684210526,13,9
2004-09-07,1900-01-01 14:00:00,1.4,948.0,7.9,893.0,237.96226415094338,828.0,110.78947368421052,1374.0,768.0,31.5,21.5,0.9768,331.76691729323306,14,9
2004-09-07,1900-01-01 15:00:00,1.4,919.0,7.1,862.0,232.4375,851.0,114.47368421052632,1293.0,697.0,31.6,20.8,0.9562,311.6691729323308,15,9
2004-09-07,1900-01-01 16:00:00,1.6,958.0,9.0,940.0,255.95,820.0,122.36842105263158,1380.0,728.0,32.4,19.4,0.9279,333.25563909774434,16,9
2004-09-07,1900-01-01 17:00:00,2.3,1037.0,11.2,1021.0,299.80625,747.0,148.85,1451.0,786.0,31.7,20.3,0.9336,350.8721804511278,17,9
2004-09-07,1900-01-01 18:00:00,3.3,1120.0,16.0,1181.0,343.3448275862069,653.0,163.35,1604.0,1028.0,31.1,21.0,0.9337,388.83458646616543,18,9
2004-09-07,1900-01-01 19:00:00,4.1,1205.0,19.9,1294.0,357.7617554858934,579.0,162.8095238095238,1744.0,1317.0,28.9,25.4,0.9933,424.3233082706767,19,9
2004-09-07,1900-01-01 20:00:00,3.3,1172.0,15.3,1159.0,343.3613707165109,597.0,143.8095238095238,1653.0,1290.0,27.4,30.8,1.1112,401.74436090225566,20,9
2004-09-07,1900-01-01 21:00:00,2.2,1088.0,11.1,1019.0,284.975,668.0,115.85714285714286,1554.0,1165.0,26.3,34.1,1.1453,376.42857142857144,21,9
2004-09-07,1900-01-01 22:00:00,1.7,1055.0,10.0,979.0,215.4576802507837,694.0,105.25,1517.0,1086.0,25.4,35.2,1.1288,367.2481203007519,22,9
2004-09-08,1900-01-01 09:00:00,3.0181818181818185,1297.0,34.5,1654.0,356.0217391304348,848.0,117.42105263157895,1366.0,1611.0,22.7,33.0,0.8987,329.78195488721803,9,9
2004-09-08,1900-01-01 18:00:00,4.0,1325.0,18.9,1266.0,477.0,926.0,188.0,1441.0,1543.0,32.4,19.8,0.9484,348.390977443609,18,9
2004-09-08,1900-01-01 19:00:00,4.7,1383.0,24.1,1406.0,502.0,824.0,176.0,1582.0,1678.0,29.9,22.3,0.9235,383.37593984962405,19,9
2004-09-08,1900-01-01 20:00:00,3.8,1254.0,18.1,1241.0,420.0,873.0,163.0,1463.0,1431.0,28.2,24.8,0.936,353.8496240601504,20,9
2004-09-08,1900-01-01 21:00:00,2.8,1221.0,15.8,1174.0,344.0,874.0,155.0,1481.0,1413.0,26.8,28.9,1.0019,358.3157894736842,21,9
2004-09-08,1900-01-01 22:00:00,2.6,1226.0,14.6,1138.0,307.0,862.0,146.0,1481.0,1419.0,25.1,32.3,1.0131,358.3157894736842,22,9
2004-09-08,1900-01-01 23:00:00,2.0,1100.0,10.6,999.0,251.0,984.0,131.0,1361.0,1145.0,25.4,30.5,0.9722,328.54135338345867,23,9
2004-09-09,1900-01-01 00:00:00,1.4,999.0,7.5,879.0,180.0,1114.0,119.0,1261.0,960.0,24.9,28.3,0.8775,303.7293233082707,0,9
2004-09-09,1900-01-01 01:00:00,1.2,980.0,7.4,873.0,141.0,1088.0,98.0,1258.0,949.0,23.2,30.5,0.8558,302.98496240601503,1,9
2004-09-09,1900-01-01 02:00:00,0.6,859.0,3.8,698.0,105.0,1254.0,89.0,1157.0,819.0,22.3,33.6,0.8959,284.79465776293824,2,9
2004-09-09,1900-01-01 03:00:00,0.3,814.0,2.3,606.0,114.57692307692308,1370.0,73.55424430641823,1131.0,745.0,23.0,33.0,0.9184,280.4974958263773,3,9
2004-09-09,1900-01-01 04:00:00,0.2,806.0,2.3,605.0,74.0,1366.0,68.0,1132.0,725.0,21.4,35.7,0.8982,280.6627712854758,4,9
2004-09-09,1900-01-01 05:00:00,0.4,813.0,2.7,631.0,91.0,1327.0,65.0,1108.0,710.0,21.7,33.4,0.8545,276.69616026711185,5,9
2004-09-09,1900-01-01 06:00:00,0.6,889.0,4.9,760.0,143.0,1224.0,81.0,1213.0,806.0,20.3,35.5,0.8342,294.0500834724541,6,9
2004-09-09,1900-01-01 07:00:00,3.0,1200.0,18.2,1246.0,553.0,798.0,136.0,1574.0,1416.0,19.7,37.5,0.8501,381.390977443609,7,9
2004-09-09,1900-01-01 08:00:00,3.2,1289.0,21.4,1335.0,542.0,724.0,130.0,1681.0,1521.0,21.0,35.6,0.8736,408.69172932330827,8,9
2004-09-09,1900-01-01 09:00:00,3.5,1355.0,21.3,1333.0,590.0,741.0,157.0,1691.0,1605.0,25.0,28.9,0.9025,411.17293233082705,9,9
2004-09-09,1900-01-01 10:00:00,3.1,1277.0,19.9,1292.0,590.0,800.0,171.0,1626.0,1481.0,31.0,21.9,0.9708,394.29323308270676,10,9
2004-09-09,1900-01-01 11:00:00,2.2,1156.0,14.8,1142.0,387.0,907.0,143.0,1490.0,1188.0,34.9,18.5,1.0189,360.5488721804511,11,9
2004-09-09,1900-01-01 12:00:00,1.7,1054.0,12.6,1071.0,252.0,1006.0,116.0,1380.0,940.0,37.1,15.0,0.9297,333.25563909774434,12,9
2004-09-09,1900-01-01 13:00:00,2.0,1096.0,13.0,1083.0,310.0,971.0,129.0,1430.0,986.0,35.0,17.3,0.9542,345.6616541353383,13,9
2004-09-09,1900-01-01 14:00:00,2.5,1160.0,16.2,1185.0,396.0,873.0,168.0,1522.0,1162.0,35.1,17.5,0.9733,368.4887218045113,14,9
2004-09-09,1900-01-01 15:00:00,2.4,1148.0,15.0,1149.0,329.0,924.0,152.0,1473.0,1047.0,35.4,16.6,0.9385,356.3308270676692,15,9
2004-09-09,1900-01-01 16:00:00,2.9,1166.0,16.2,1186.0,393.0,878.0,175.0,1500.0,1180.0,38.4,13.8,0.9221,363.03007518796994,16,9
2004-09-09,1900-01-01 17:00:00,4.2,1315.0,22.7,1370.0,522.0,794.0,212.0,1689.0,1399.0,37.6,14.5,0.9277,410.6766917293233,17,9
2004-09-09,1900-01-01 18:00:00,5.4,1425.0,32.3,1605.0,631.0,660.0,220.0,1920.0,2321.0,35.2,16.6,0.9242,467.9924812030075,18,9
2004-09-09,1900-01-01 19:00:00,4.3,1329.0,22.3,1360.0,435.0,704.0,175.0,1768.0,1894.0,31.2,25.5,1.1379,430.2781954887218,19,9
2004-09-09,1900-01-01 20:00:00,3.6,1299.0,16.6,1197.0,407.0,763.0,165.0,1688.0,1606.0,29.3,30.7,1.229,410.42857142857144,20,9
2004-09-09,1900-01-01 21:00:00,2.0,1123.0,11.0,1015.0,255.0,845.0,136.0,1470.0,1297.0,28.3,30.1,1.1392,355.5864661654135,21,9
2004-09-09,1900-01-01 22:00:00,1.5,1089.0,11.3,1024.0,180.0,831.0,111.0,1452.0,1182.0,27.4,31.5,1.133,351.1203007518797,22,9
2004-09-09,1900-01-01 23:00:00,1.5,1081.0,9.3,950.0,186.0,876.0,114.0,1434.0,1138.0,26.2,35.7,1.1929,346.65413533834584,23,9
2004-09-10,1900-01-01 00:00:00,1.2,1031.0,7.3,871.0,147.0,950.0,96.0,1393.0,972.0,25.2,38.1,1.2049,336.4812030075188,0,9
2004-09-10,1900-01-01 01:00:00,1.0,969.0,5.5,787.0,101.0,1035.0,75.0,1350.0,799.0,24.4,39.1,1.1784,325.812030075188,1,9
2004-09-10,1900-01-01 02:00:00,0.5,881.0,3.5,680.0,69.0,1175.0,58.0,1251.0,630.0,23.7,39.1,1.1289,301.2481203007519,2,9
2004-09-10,1900-01-01 03:00:00,0.5,869.0,2.8,638.0,114.57692307692308,1219.0,73.55424430641823,1213.0,586.0,24.2,38.5,1.1491,482.0,3,9
2004-09-10,1900-01-01 04:00:00,0.4,866.0,2.9,644.0,49.0,1162.0,41.0,1218.0,629.0,24.5,38.5,1.1688,294.8764607679466,4,9
2004-09-10,1900-01-01 05:00:00,0.5,895.0,3.6,689.0,91.0,1134.0,55.0,1250.0,709.0,22.4,43.5,1.1624,301.0,5,9
2004-09-10,1900-01-01 06:00:00,0.7,933.0,5.5,786.0,144.0,1018.0,73.0,1306.0,858.0,22.3,43.8,1.1631,314.89473684210526,6,9
2004-09-10,1900-01-01 07:00:00,2.4,1209.0,15.5,1163.0,430.0,762.0,108.0,1606.0,1300.0,21.4,45.8,1.1515,389.33082706766913,7,9
2004-09-10,1900-01-01 08:00:00,4.1,1417.0,28.3,1511.0,606.0,587.0,147.0,1975.0,1676.0,22.9,41.3,1.1383,481.6390977443609,8,9
2004-09-10,1900-01-01 09:00:00,3.0,1227.0,17.8,1233.0,519.0,739.0,150.0,1594.0,1384.0,26.6,30.3,1.0378,386.3533834586466,9,9
2004-09-10,1900-01-01 10:00:00,2.0,1093.0,12.8,1076.0,353.0,871.0,131.0,1457.0,1125.0,30.3,23.0,0.977,352.3609022556391,10,9
2004-09-10,1900-01-01 11:00:00,2.5,1135.0,15.7,1170.0,429.0,867.0,144.0,1523.0,1189.0,32.8,18.9,0.9234,368.7368421052631,11,9
2004-09-10,1900-01-01 12:00:00,2.4,1112.0,15.4,1161.0,345.0,866.0,151.0,1499.0,1088.0,34.3,17.7,0.9416,362.78195488721803,12,9
2004-09-10,1900-01-01 13:00:00,2.6,1147.0,15.6,1168.0,417.0,858.0,165.0,1492.0,1118.0,33.3,18.9,0.9536,361.0451127819549,13,9
2004-09-10,1900-01-01 14:00:00,1.9,1086.0,12.6,1070.0,276.0,907.0,135.0,1423.0,924.0,33.0,20.1,0.9959,343.9248120300752,14,9
2004-09-10,1900-01-01 15:00:00,2.1,1077.0,12.2,1056.0,280.0,908.0,143.0,1406.0,935.0,33.6,19.6,1.0029,339.70676691729324,15,9
2004-09-10,1900-01-01 16:00:00,2.5,1110.0,13.4,1098.0,365.0,882.0,153.0,1450.0,1009.0,34.9,18.4,1.0106,350.62406015037595,16,9
2004-09-10,1900-01-01 17:00:00,2.7,1146.0,14.3,1125.0,363.0,846.0,149.0,1511.0,1016.0,33.4,20.3,1.027,365.7593984962406,17,9
2004-09-10,1900-01-01 18:00:00,3.3,1211.0,16.5,1194.0,393.0,797.0,164.0,1599.0,1188.0,31.6,22.7,1.041,387.593984962406,18,9
2004-09-10,1900-01-01 19:00:00,3.2,1218.0,17.4,1221.0,385.0,755.0,180.0,1599.0,1290.0,29.2,26.9,1.0709,387.593984962406,19,9
2004-09-10,1900-01-01 20:00:00,2.6,1136.0,12.9,1082.0,307.0,824.0,159.0,1478.0,1130.0,27.7,30.1,1.0991,357.57142857142856,20,9
2004-09-10,1900-01-01 21:00:00,1.4,1017.0,8.2,908.0,194.0,932.0,119.0,1354.0,880.0,27.1,31.0,1.0991,326.8045112781955,21,9
2004-09-10,1900-01-01 22:00:00,1.6,1063.0,9.2,946.0,205.0,886.0,127.0,1391.0,996.0,26.0,33.4,1.1071,335.98496240601503,22,9
2004-09-10,1900-01-01 23:00:00,1.7,1083.0,9.3,951.0,223.0,880.0,131.0,1393.0,1054.0,25.1,35.7,1.1222,336.4812030075188,23,9
2004-09-11,1900-01-01 00:00:00,1.6,1077.0,10.4,994.0,176.0,829.0,101.0,1429.0,1081.0,24.3,38.5,1.1525,345.4135338345865,0,9
2004-09-11,1900-01-01 01:00:00,1.1782608695652175,968.0,6.2,823.0,154.840625,952.0,70.47368421052632,1343.0,828.0,23.4,40.7,1.1551,324.0751879699248,1,9
2004-09-11,1900-01-01 02:00:00,0.75,898.0,4.2,720.0,116.11598746081505,1059.0,58.388888888888886,1259.0,661.0,23.2,41.2,1.1561,303.23308270676694,2,9
2004-09-11,1900-01-01 03:00:00,0.6,859.0,3.1,656.0,114.57692307692308,1126.0,73.55424430641823,1213.0,582.0,23.6,40.5,1.1667,478.0,3,9
2004-09-11,1900-01-01 04:00:00,0.5470588235294118,849.0,2.3,607.0,79.02492211838006,1189.0,48.5,1190.0,544.0,23.5,40.9,1.1677,440.0,4,9
2004-09-11,1900-01-01 05:00:00,0.6045454545454546,886.0,3.1,658.0,85.20186335403727,1101.0,53.333333333333336,1234.0,647.0,20.5,48.4,1.1557,297.5208681135225,5,9
2004-09-11,1900-01-01 06:00:00,0.9454545454545454,932.0,4.0,708.0,123.46894409937889,1057.0,64.57894736842105,1285.0,720.0,20.7,48.4,1.1663,309.6842105263158,6,9
2004-09-11,1900-01-01 07:00:00,2.668181818181818,1144.0,10.8,1006.0,223.08074534161491,757.0,91.57894736842105,1535.0,1207.0,19.9,50.8,1.1694,371.7142857142857,7,9
2004-09-11,1900-01-01 08:00:00,3.3285714285714287,1222.0,13.0,1083.0,340.57413249211356,729.0,102.88888888888889,1624.0,1273.0,21.3,47.2,1.1825,393.796992481203,8,9
2004-09-11,1900-01-01 09:00:00,3.0181818181818185,1202.0,10.3,989.0,356.0217391304348,775.0,117.42105263157895,1506.0,1303.0,24.0,40.8,1.1993,364.5187969924812,9,9
2004-09-11,1900-01-01 10:00:00,2.4318181818181817,1323.0,16.3,1190.0,334.429012345679,698.0,125.05263157894737,1702.0,1479.0,28.7,30.3,1.1769,413.90225563909775,10,9
2004-09-11,1900-01-01 11:00:00,2.2454545454545456,1219.0,12.7,1074.0,298.167701863354,805.0,127.47368421052632,1532.0,1191.0,31.9,24.7,1.1477,370.96992481203006,11,9
2004-09-11,1900-01-01 12:00:00,2.221739130434783,1121.0,9.7,965.0,267.45510835913313,899.0,119.33333333333333,1386.0,932.0,33.8,21.9,1.1331,334.7443609022556,12,9
2004-09-11,1900-01-01 13:00:00,2.3260869565217392,1096.0,9.1,942.0,249.13707165109034,893.0,116.21052631578948,1366.0,826.0,32.7,22.7,1.1044,329.78195488721803,13,9
2004-09-11,1900-01-01 14:00:00,1.9217391304347828,1019.0,7.0,858.0,237.96226415094338,989.0,110.78947368421052,1270.0,631.0,33.0,21.3,1.0512,305.9624060150376,14,9
2004-09-11,1900-01-01 15:00:00,1.9217391304347828,1045.0,7.0,857.0,232.4375,994.0,114.47368421052632,1308.0,598.0,33.9,21.2,1.0989,494.0,15,9
2004-09-11,1900-01-01 16:00:00,2.3086956521739133,1147.0,9.5,959.0,255.95,872.0,122.36842105263158,1387.0,796.0,35.9,20.3,1.1845,334.9924812030075,16,9
2004-09-11,1900-01-01 17:00:00,3.408,1145.0,9.8,971.0,299.80625,883.0,148.85,1418.0,759.0,34.2,22.6,1.197,342.6842105263158,17,9
2004-09-11,1900-01-01 18:00:00,3.948,1202.0,11.7,1040.0,343.3448275862069,815.0,163.35,1506.0,886.0,32.0,27.3,1.2752,364.5187969924812,18,9
2004-09-11,1900-01-01 19:00:00,4.330769230769231,1283.0,13.9,1112.0,357.7617554858934,719.0,162.8095238095238,1583.0,1071.0,29.3,32.6,1.3105,383.62406015037595,19,9
2004-09-11,1900-01-01 20:00:00,3.2615384615384615,1148.0,8.7,929.0,343.3613707165109,815.0,143.8095238095238,1443.0,826.0,27.2,38.0,1.347,348.8872180451128,20,9
2004-09-11,1900-01-01 21:00:00,1.9615384615384615,1229.0,10.9,1012.0,284.975,743.0,115.85714285714286,1562.0,1103.0,26.1,41.1,1.3705,378.4135338345865,21,9
2004-09-11,1900-01-01 22:00:00,1.7,1287.0,12.3,1060.0,215.4576802507837,716.0,105.25,1595.0,1221.0,25.3,44.6,1.4161,386.6015037593985,22,9
2004-09-11,1900-01-01 23:00:00,1.6440000000000001,1285.0,12.4,1062.0,194.97492163009403,715.0,93.9,1583.0,1449.0,24.6,47.2,1.4424,383.62406015037595,23,9
2004-09-12,1900-01-01 00:00:00,1.592,1251.0,12.1,1055.0,187.684375,701.0,87.71428571428571,1602.0,1364.0,24.1,48.8,1.4412,388.3383458646616,0,9
2004-09-12,1900-01-01 01:00:00,1.1782608695652175,1120.0,8.0,900.0,154.840625,811.0,70.47368421052632,1462.0,1111.0,23.6,50.4,1.447,353.6015037593985,1,9
2004-09-12,1900-01-01 02:00:00,0.75,1108.0,8.4,917.0,116.11598746081505,797.0,58.388888888888886,1495.0,1129.0,22.0,55.8,1.4585,361.7894736842105,2,9
2004-09-12,1900-01-01 03:00:00,0.6,961.0,4.9,759.0,114.57692307692308,943.0,73.55424430641823,1375.0,799.0,22.4,53.6,1.4379,332.01503759398497,3,9
2004-09-12,1900-01-01 04:00:00,0.5470588235294118,950.0,4.2,719.0,79.02492211838006,982.0,48.5,1372.0,771.0,21.6,55.8,1.4228,331.2706766917293,4,9
2004-09-12,1900-01-01 05:00:00,0.6045454545454546,901.0,2.3,608.0,85.20186335403727,1105.0,53.333333333333336,1299.0,646.0,21.8,55.2,1.4184,313.1578947368421,5,9
2004-09-12,1900-01-01 06:00:00,0.9454545454545454,903.0,2.5,619.0,123.46894409937889,1111.0,64.57894736842105,1315.0,705.0,21.7,55.4,1.4192,317.1278195488722,6,9
2004-09-12,1900-01-01 07:00:00,2.668181818181818,1024.0,4.9,757.0,223.08074534161491,923.0,91.57894736842105,1423.0,908.0,20.6,59.8,1.435,343.9248120300752,7,9
2004-09-12,1900-01-01 08:00:00,3.3285714285714287,1093.0,6.6,837.0,340.57413249211356,830.0,102.88888888888889,1480.0,1047.0,22.1,55.3,1.4495,358.0676691729323,8,9
2004-09-12,1900-01-01 09:00:00,3.0181818181818185,1097.0,6.5,833.0,356.0217391304348,853.0,117.42105263157895,1470.0,1015.0,24.8,48.2,1.4883,355.5864661654135,9,9
2004-09-12,1900-01-01 10:00:00,2.4318181818181817,1126.0,6.4,830.0,334.429012345679,853.0,125.05263157894737,1528.0,938.0,27.9,43.4,1.6017,369.97744360902254,10,9
2004-09-12,1900-01-01 11:00:00,2.2454545454545456,1139.0,5.6,794.0,298.167701863354,908.0,127.47368421052632,1456.0,849.0,30.1,38.5,1.6212,352.1127819548872,11,9
2004-09-12,1900-01-01 12:00:00,2.221739130434783,1178.0,6.4,832.0,267.45510835913313,858.0,119.33333333333333,1542.0,844.0,28.2,48.6,1.8253,373.4511278195489,12,9
2004-09-12,1900-01-01 13:00:00,2.3260869565217392,1243.0,7.6,883.0,249.13707165109034,745.0,116.21052631578948,1660.0,1036.0,24.8,70.4,2.1766,403.4812030075188,13,9
2004-09-12,1900-01-01 14:00:00,1.9217391304347828,1017.0,3.5,680.0,237.96226415094338,996.0,110.78947368421052,1421.0,729.0,27.8,49.4,1.8209,343.42857142857144,14,9
2004-09-12,1900-01-01 15:00:00,1.9217391304347828,1048.0,3.3,672.0,232.4375,1050.0,114.47368421052632,1438.0,556.0,25.4,59.9,1.9168,452.0,15,9
2004-09-12,1900-01-01 16:00:00,2.3086956521739133,1254.0,6.6,840.0,255.95,787.0,122.36842105263158,1602.0,846.0,26.1,66.8,2.231,388.3383458646616,16,9
2004-09-12,1900-01-01 17:00:00,3.408,1287.0,8.3,911.0,299.80625,796.0,148.85,1664.0,942.0,28.0,53.2,1.981,404.4736842105263,17,9
2004-09-12,1900-01-01 18:00:00,3.948,1215.0,8.0,900.0,343.3448275862069,823.0,163.35,1604.0,902.0,27.4,51.4,1.8404,388.83458646616543,18,9
2004-09-12,1900-01-01 19:00:00,4.330769230769231,1363.0,12.6,1071.0,357.7617554858934,697.0,162.8095238095238,1763.0,1178.0,25.7,55.8,1.8149,429.0375939849624,19,9
2004-09-12,1900-01-01 20:00:00,3.2615384615384615,1436.0,17.5,1224.0,343.3613707165109,609.0,143.8095238095238,1886.0,1426.0,24.6,60.3,1.8363,459.5563909774436,20,9
2004-09-12,1900-01-01 21:00:00,1.9615384615384615,1365.0,14.8,1143.0,284.975,655.0,115.85714285714286,1796.0,1394.0,24.2,61.6,1.8381,437.22556390977445,21,9
2004-09-12,1900-01-01 22:00:00,1.7,1506.0,23.3,1385.0,215.4576802507837,555.0,105.25,2260.0,1935.0,23.8,63.5,1.8495,0.0,22,9
2004-09-12,1900-01-01 23:00:00,1.6440000000000001,1227.0,12.2,1055.0,194.97492163009403,705.0,93.9,1772.0,1360.0,23.0,64.8,1.802,431.2706766917293,23,9
2004-09-13,1900-01-01 00:00:00,1.592,1038.0,7.2,866.0,187.684375,833.0,87.71428571428571,1570.0,1061.0,23.0,63.3,1.7589,380.3984962406015,0,9
2004-09-13,1900-01-01 01:00:00,1.1782608695652175,934.0,4.6,744.0,154.840625,970.0,70.47368421052632,1473.0,870.0,22.8,63.3,1.7355,356.3308270676692,1,9
2004-09-13,1900-01-01 02:00:00,0.75,900.0,3.8,699.0,116.11598746081505,1036.0,58.388888888888886,1452.0,799.0,21.0,68.6,1.6873,351.1203007518797,2,9
2004-09-13,1900-01-01 03:00:00,0.6,870.0,3.7,692.0,114.57692307692308,1070.0,73.55424430641823,1443.0,779.0,20.4,70.7,1.6734,348.8872180451128,3,9
2004-09-13,1900-01-01 04:00:00,0.5470588235294118,875.0,4.0,713.0,79.02492211838006,1027.0,48.5,1436.0,809.0,19.4,73.4,1.6417,347.1503759398496,4,9
2004-09-13,1900-01-01 05:00:00,0.6045454545454546,940.0,5.5,789.0,85.20186335403727,917.0,53.333333333333336,1473.0,914.0,19.5,72.0,1.6118,356.3308270676692,5,9
2004-09-13,1900-01-01 06:00:00,0.9454545454545454,1053.0,8.3,913.0,123.46894409937889,824.0,64.57894736842105,1578.0,1033.0,19.7,70.3,1.5925,382.38345864661653,6,9
2004-09-13,1900-01-01 07:00:00,2.668181818181818,1509.0,28.2,1508.0,223.08074534161491,533.0,91.57894736842105,2257.0,1572.0,20.4,66.7,1.577,0.0,7,9
2004-09-13,1900-01-01 08:00:00,3.3285714285714287,1559.0,32.1,1599.0,340.57413249211356,498.0,102.88888888888889,2374.0,1704.0,21.8,61.8,1.5966,0.0,8,9
2004-09-13,1900-01-01 09:00:00,3.0181818181818185,1313.0,17.7,1231.0,356.0217391304348,626.0,117.42105263157895,1889.0,1455.0,23.0,60.2,1.6652,460.30075187969925,9,9
2004-09-13,1900-01-01 10:00:00,3.1,1372.0,18.4,1251.0,475.0,609.0,138.0,1890.0,1588.0,25.4,53.0,1.6963,460.5488721804511,10,9
2004-09-13,1900-01-01 11:00:00,2.9,1320.0,16.3,1190.0,395.0,655.0,138.0,1825.0,1482.0,30.0,41.6,1.7324,444.42105263157896,11,9
